inst#,actual,predicted,error,prediction
319,10:truck,10:truck,,0.705
320,10:truck,9:ship,+,0.582
321,6:dog,6:dog,,0.456
322,6:dog,1:airplane,+,0.69
323,6:dog,6:dog,,0.456
324,6:dog,6:dog,,0.325
325,6:dog,8:horse,+,0.634
326,6:dog,6:dog,,0.454
327,6:dog,3:bird,+,0.551
328,6:dog,10:truck,+,0.706
329,6:dog,7:frog,+,0.545
330,6:dog,6:dog,,0.456
331,6:dog,8:horse,+,0.645
332,6:dog,6:dog,,0.447
333,6:dog,10:truck,+,0.585
334,6:dog,6:dog,,0.457
335,6:dog,6:dog,,0.457
336,6:dog,6:dog,,0.441
337,6:dog,6:dog,,0.456
338,6:dog,9:ship,+,0.582
339,6:dog,6:dog,,0.455
340,6:dog,7:frog,+,0.329
341,6:dog,6:dog,,0.455
342,6:dog,6:dog,,0.455
343,6:dog,10:truck,+,0.705
344,6:dog,6:dog,,0.456
345,6:dog,7:frog,+,0.329
346,6:dog,6:dog,,0.412
347,6:dog,6:dog,,0.455
348,6:dog,3:bird,+,0.575
349,6:dog,8:horse,+,0.651
350,6:dog,6:dog,,0.412
351,6:dog,6:dog,,0.456
352,6:dog,6:dog,,0.456
353,6:dog,6:dog,,0.441
354,6:dog,6:dog,,0.454
355,6:dog,7:frog,+,0.545
356,6:dog,6:dog,,0.457
357,6:dog,9:ship,+,0.594
358,6:dog,6:dog,,0.456
359,6:dog,6:dog,,0.447
360,6:dog,6:dog,,0.412
361,6:dog,6:dog,,0.455
362,5:deer,2:automobile,+,0.321
363,5:deer,5:deer,,0.594
364,5:deer,3:bird,+,0.542
365,5:deer,9:ship,+,0.594
366,5:deer,7:frog,+,0.362
367,5:deer,5:deer,,0.596
368,5:deer,3:bird,+,0.542
369,5:deer,5:deer,,0.431
370,5:deer,10:truck,+,0.706
371,5:deer,3:bird,+,0.57
372,5:deer,1:airplane,+,0.741
373,5:deer,5:deer,,0.595
374,5:deer,7:frog,+,0.329
375,5:deer,5:deer,,0.596
376,5:deer,5:deer,,0.587
377,5:deer,5:deer,,0.596
378,5:deer,8:horse,+,0.646
379,5:deer,3:bird,+,0.542
380,5:deer,9:ship,+,0.57
381,5:deer,5:deer,,0.431
382,5:deer,5:deer,,0.431
383,5:deer,7:frog,+,0.567
384,5:deer,5:deer,,0.595
385,5:deer,6:dog,+,0.456
386,5:deer,5:deer,,0.372
387,5:deer,5:deer,,0.595
388,5:deer,5:deer,,0.595
389,5:deer,7:frog,+,0.567
390,5:deer,5:deer,,0.594
391,5:deer,6:dog,+,0.445
392,5:deer,5:deer,,0.596
393,5:deer,5:deer,,0.594
394,5:deer,3:bird,+,0.38
395,5:deer,8:horse,+,0.594
396,5:deer,7:frog,+,0.74
397,5:deer,2:automobile,+,0.593
398,5:deer,3:bird,+,0.575
399,5:deer,9:ship,+,0.572
400,5:deer,5:deer,,0.372
1,7:frog,7:frog,,0.769
2,7:frog,5:deer,+,0.613
3,7:frog,3:bird,+,0.532
4,7:frog,7:frog,,0.702
5,7:frog,7:frog,,0.689
6,7:frog,7:frog,,0.396
7,7:frog,7:frog,,0.449
8,7:frog,7:frog,,0.572
9,7:frog,7:frog,,0.46
10,7:frog,3:bird,+,0.348
11,7:frog,7:frog,,0.46
12,7:frog,5:deer,+,0.366
13,7:frog,7:frog,,0.572
14,7:frog,7:frog,,0.443
15,7:frog,5:deer,+,0.469
16,7:frog,7:frog,,0.572
17,7:frog,7:frog,,0.689
18,7:frog,7:frog,,0.702
19,7:frog,5:deer,+,0.325
20,7:frog,7:frog,,0.702
21,7:frog,7:frog,,0.769
22,7:frog,6:dog,+,0.296
23,7:frog,7:frog,,0.769
24,7:frog,5:deer,+,0.693
25,7:frog,7:frog,,0.526
26,7:frog,3:bird,+,0.361
27,7:frog,7:frog,,0.572
28,7:frog,5:deer,+,0.372
29,7:frog,7:frog,,0.54
30,7:frog,5:deer,+,0.372
31,7:frog,8:horse,+,0.697
32,7:frog,7:frog,,0.689
33,7:frog,7:frog,,0.769
34,7:frog,5:deer,+,0.653
35,7:frog,7:frog,,0.572
36,7:frog,7:frog,,0.769
37,7:frog,7:frog,,0.539
38,7:frog,7:frog,,0.54
39,7:frog,5:deer,+,0.358
40,7:frog,7:frog,,0.769
41,9:ship,2:automobile,+,0.623
42,9:ship,3:bird,+,0.479
43,9:ship,9:ship,,0.778
44,9:ship,10:truck,+,0.557
45,9:ship,1:airplane,+,0.679
46,9:ship,3:bird,+,0.361
47,9:ship,3:bird,+,0.413
48,9:ship,2:automobile,+,0.46
49,9:ship,3:bird,+,0.638
50,9:ship,2:automobile,+,0.593
51,9:ship,9:ship,,0.78
52,9:ship,2:automobile,+,0.593
53,9:ship,9:ship,,0.779
54,9:ship,5:deer,+,0.325
55,9:ship,9:ship,,0.745
56,9:ship,5:deer,+,0.517
57,9:ship,9:ship,,0.776
58,9:ship,9:ship,,0.783
59,9:ship,1:airplane,+,0.679
60,9:ship,9:ship,,0.779
61,9:ship,3:bird,+,0.413
62,9:ship,9:ship,,0.779
63,9:ship,9:ship,,0.783
64,9:ship,9:ship,,0.779
65,9:ship,7:frog,+,0.769
66,9:ship,3:bird,+,0.413
67,9:ship,7:frog,+,0.449
68,9:ship,9:ship,,0.745
69,9:ship,2:automobile,+,0.593
70,9:ship,9:ship,,0.78
71,9:ship,9:ship,,0.776
72,9:ship,6:dog,+,0.613
73,9:ship,9:ship,,0.779
74,9:ship,9:ship,,0.78
75,9:ship,9:ship,,0.796
76,9:ship,9:ship,,0.779
77,9:ship,9:ship,,0.796
78,9:ship,3:bird,+,0.638
79,9:ship,9:ship,,0.776
80,9:ship,9:ship,,0.78
81,9:ship,9:ship,,0.78
82,1:airplane,3:bird,+,0.741
83,1:airplane,2:automobile,+,0.623
84,1:airplane,9:ship,+,0.745
85,1:airplane,3:bird,+,0.361
86,1:airplane,3:bird,+,0.361
87,1:airplane,7:frog,+,0.466
88,1:airplane,9:ship,+,0.744
89,1:airplane,3:bird,+,0.33
90,1:airplane,3:bird,+,0.532
91,1:airplane,2:automobile,+,0.46
92,1:airplane,1:airplane,,0.527
93,1:airplane,9:ship,+,0.796
94,1:airplane,10:truck,+,0.76
95,1:airplane,8:horse,+,0.697
96,1:airplane,9:ship,+,0.78
97,1:airplane,9:ship,+,0.747
98,1:airplane,9:ship,+,0.779
99,1:airplane,3:bird,+,0.734
100,1:airplane,5:deer,+,0.708
101,1:airplane,1:airplane,,0.527
102,1:airplane,3:bird,+,0.734
103,1:airplane,1:airplane,,0.527
104,1:airplane,5:deer,+,0.517
105,1:airplane,3:bird,+,0.33
106,1:airplane,3:bird,+,0.638
107,1:airplane,1:airplane,,0.679
108,1:airplane,8:horse,+,0.442
109,1:airplane,9:ship,+,0.779
110,1:airplane,9:ship,+,0.744
111,1:airplane,1:airplane,,0.527
112,1:airplane,9:ship,+,0.747
113,1:airplane,9:ship,+,0.78
114,1:airplane,7:frog,+,0.449
115,1:airplane,9:ship,+,0.592
116,1:airplane,7:frog,+,0.572
117,1:airplane,1:airplane,,0.679
118,1:airplane,1:airplane,,0.679
119,2:automobile,9:ship,+,0.779
120,2:automobile,7:frog,+,0.361
121,2:automobile,2:automobile,,0.59
122,2:automobile,6:dog,+,0.258
123,2:automobile,2:automobile,,0.59
124,2:automobile,7:frog,+,0.526
125,2:automobile,10:truck,+,0.73
126,2:automobile,7:frog,+,0.361
127,2:automobile,7:frog,+,0.537
128,2:automobile,9:ship,+,0.778
129,2:automobile,2:automobile,,0.593
130,2:automobile,2:automobile,,0.623
131,2:automobile,7:frog,+,0.54
132,2:automobile,9:ship,+,0.796
133,2:automobile,10:truck,+,0.73
134,2:automobile,3:bird,+,0.479
135,2:automobile,2:automobile,,0.59
136,2:automobile,3:bird,+,0.694
137,2:automobile,9:ship,+,0.747
138,2:automobile,3:bird,+,0.638
139,2:automobile,3:bird,+,0.694
140,2:automobile,3:bird,+,0.694
141,2:automobile,5:deer,+,0.507
142,2:automobile,3:bird,+,0.694
143,2:automobile,2:automobile,,0.593
144,2:automobile,2:automobile,,0.593
145,2:automobile,7:frog,+,0.689
146,2:automobile,10:truck,+,0.578
147,2:automobile,10:truck,+,0.578
148,2:automobile,2:automobile,,0.623
149,2:automobile,10:truck,+,0.568
150,2:automobile,2:automobile,,0.593
151,2:automobile,6:dog,+,0.258
152,2:automobile,3:bird,+,0.413
153,2:automobile,3:bird,+,0.638
154,2:automobile,2:automobile,,0.593
155,2:automobile,3:bird,+,0.675
156,2:automobile,2:automobile,,0.593
157,2:automobile,3:bird,+,0.479
158,8:horse,5:deer,+,0.693
159,8:horse,5:deer,+,0.7
160,8:horse,5:deer,+,0.693
161,8:horse,5:deer,+,0.692
162,8:horse,8:horse,,0.697
163,8:horse,5:deer,+,0.437
164,8:horse,10:truck,+,0.565
165,8:horse,5:deer,+,0.449
166,8:horse,5:deer,+,0.449
167,8:horse,10:truck,+,0.683
168,8:horse,5:deer,+,0.449
169,8:horse,5:deer,+,0.699
170,8:horse,9:ship,+,0.78
171,8:horse,8:horse,,0.442
172,8:horse,3:bird,+,0.532
173,8:horse,9:ship,+,0.796
174,8:horse,5:deer,+,0.437
175,8:horse,5:deer,+,0.704
176,8:horse,5:deer,+,0.372
177,8:horse,9:ship,+,0.747
178,8:horse,7:frog,+,0.689
179,8:horse,3:bird,+,0.33
180,8:horse,5:deer,+,0.694
181,8:horse,5:deer,+,0.693
182,8:horse,5:deer,+,0.699
183,8:horse,5:deer,+,0.386
184,8:horse,5:deer,+,0.708
185,8:horse,8:horse,,0.697
186,8:horse,5:deer,+,0.366
187,8:horse,8:horse,,0.697
188,8:horse,5:deer,+,0.438
189,8:horse,8:horse,,0.442
190,8:horse,10:truck,+,0.578
191,8:horse,5:deer,+,0.437
192,8:horse,9:ship,+,0.747
193,8:horse,8:horse,,0.697
194,8:horse,5:deer,+,0.507
195,8:horse,5:deer,+,0.449
196,8:horse,5:deer,+,0.448
197,8:horse,5:deer,+,0.694
198,8:horse,10:truck,+,0.557
199,3:bird,7:frog,+,0.539
200,3:bird,3:bird,,0.532
201,3:bird,5:deer,+,0.613
202,3:bird,3:bird,,0.741
203,3:bird,6:dog,+,0.423
204,3:bird,3:bird,,0.532
205,3:bird,6:dog,+,0.37
206,3:bird,3:bird,,0.741
207,3:bird,5:deer,+,0.358
208,3:bird,3:bird,,0.532
209,3:bird,5:deer,+,0.613
210,3:bird,5:deer,+,0.325
211,3:bird,7:frog,+,0.539
212,3:bird,5:deer,+,0.386
213,3:bird,5:deer,+,0.699
214,3:bird,5:deer,+,0.386
215,3:bird,5:deer,+,0.358
216,3:bird,5:deer,+,0.386
217,3:bird,7:frog,+,0.769
218,3:bird,3:bird,,0.532
219,3:bird,3:bird,,0.549
220,3:bird,3:bird,,0.741
221,3:bird,5:deer,+,0.375
222,3:bird,3:bird,,0.551
223,3:bird,3:bird,,0.661
224,3:bird,5:deer,+,0.507
225,3:bird,5:deer,+,0.469
226,3:bird,3:bird,,0.638
227,3:bird,5:deer,+,0.366
228,3:bird,3:bird,,0.741
229,3:bird,3:bird,,0.741
230,3:bird,5:deer,+,0.358
231,3:bird,5:deer,+,0.7
232,3:bird,5:deer,+,0.386
233,3:bird,3:bird,,0.528
234,3:bird,5:deer,+,0.358
235,3:bird,3:bird,,0.675
236,3:bird,5:deer,+,0.469
237,3:bird,3:bird,,0.361
238,3:bird,5:deer,+,0.469
239,3:bird,3:bird,,0.741
240,3:bird,9:ship,+,0.745
241,4:cat,7:frog,+,0.46
242,4:cat,3:bird,+,0.741
243,4:cat,7:frog,+,0.702
244,4:cat,10:truck,+,0.568
245,4:cat,7:frog,+,0.449
246,4:cat,7:frog,+,0.769
247,4:cat,5:deer,+,0.366
248,4:cat,7:frog,+,0.449
249,4:cat,5:deer,+,0.366
250,4:cat,6:dog,+,0.258
251,4:cat,7:frog,+,0.689
252,4:cat,7:frog,+,0.689
253,4:cat,7:frog,+,0.466
254,4:cat,10:truck,+,0.565
255,4:cat,7:frog,+,0.689
256,4:cat,5:deer,+,0.358
257,4:cat,5:deer,+,0.375
258,4:cat,3:bird,+,0.734
259,4:cat,3:bird,+,0.734
260,4:cat,7:frog,+,0.537
261,4:cat,7:frog,+,0.539
262,4:cat,3:bird,+,0.694
263,4:cat,5:deer,+,0.375
264,4:cat,6:dog,+,0.423
265,4:cat,7:frog,+,0.396
266,4:cat,7:frog,+,0.443
267,4:cat,5:deer,+,0.366
268,4:cat,10:truck,+,0.557
269,4:cat,10:truck,+,0.532
270,4:cat,5:deer,+,0.519
271,4:cat,3:bird,+,0.638
272,4:cat,7:frog,+,0.689
273,4:cat,7:frog,+,0.537
274,4:cat,7:frog,+,0.396
275,4:cat,10:truck,+,0.683
276,4:cat,7:frog,+,0.443
277,4:cat,6:dog,+,0.613
278,4:cat,5:deer,+,0.693
279,4:cat,7:frog,+,0.46
280,4:cat,6:dog,+,0.598
281,4:cat,3:bird,+,0.638
282,10:truck,10:truck,,0.557
283,10:truck,9:ship,+,0.783
284,10:truck,9:ship,+,0.747
285,10:truck,10:truck,,0.76
286,10:truck,10:truck,,0.76
287,10:truck,10:truck,,0.76
288,10:truck,3:bird,+,0.694
289,10:truck,10:truck,,0.532
290,10:truck,9:ship,+,0.745
291,10:truck,9:ship,+,0.78
292,10:truck,7:frog,+,0.539
293,10:truck,5:deer,+,0.692
294,10:truck,10:truck,,0.568
295,10:truck,7:frog,+,0.54
296,10:truck,10:truck,,0.532
297,10:truck,6:dog,+,0.37
298,10:truck,10:truck,,0.557
299,10:truck,8:horse,+,0.697
300,10:truck,10:truck,,0.614
301,10:truck,9:ship,+,0.778
302,10:truck,10:truck,,0.565
303,10:truck,10:truck,,0.683
304,10:truck,10:truck,,0.568
305,10:truck,10:truck,,0.568
306,10:truck,10:truck,,0.614
307,10:truck,10:truck,,0.565
308,10:truck,5:deer,+,0.469
309,10:truck,8:horse,+,0.442
310,10:truck,3:bird,+,0.638
311,10:truck,10:truck,,0.568
312,10:truck,10:truck,,0.73
313,10:truck,10:truck,,0.557
314,10:truck,10:truck,,0.578
315,10:truck,10:truck,,0.541
316,10:truck,10:truck,,0.578
317,10:truck,10:truck,,0.76
318,10:truck,7:frog,+,0.466
319,10:truck,10:truck,,0.568
320,10:truck,10:truck,,0.568
321,6:dog,7:frog,+,0.46
322,6:dog,6:dog,,0.37
323,6:dog,9:ship,+,0.783
324,6:dog,3:bird,+,0.551
325,6:dog,5:deer,+,0.386
326,6:dog,7:frog,+,0.689
327,6:dog,3:bird,+,0.551
328,6:dog,6:dog,,0.613
329,6:dog,7:frog,+,0.54
330,6:dog,5:deer,+,0.366
331,6:dog,2:automobile,+,0.623
332,6:dog,6:dog,,0.598
333,6:dog,7:frog,+,0.526
334,6:dog,5:deer,+,0.325
335,6:dog,5:deer,+,0.358
336,6:dog,5:deer,+,0.386
337,6:dog,5:deer,+,0.469
338,6:dog,5:deer,+,0.375
339,6:dog,6:dog,,0.598
340,6:dog,3:bird,+,0.694
341,6:dog,5:deer,+,0.469
342,6:dog,5:deer,+,0.372
343,6:dog,6:dog,,0.613
344,6:dog,5:deer,+,0.546
345,6:dog,6:dog,,0.296
346,6:dog,3:bird,+,0.532
347,6:dog,6:dog,,0.613
348,6:dog,6:dog,,0.598
349,6:dog,5:deer,+,0.375
350,6:dog,5:deer,+,0.469
351,6:dog,5:deer,+,0.366
352,6:dog,7:frog,+,0.526
353,6:dog,6:dog,,0.258
354,6:dog,5:deer,+,0.653
355,6:dog,7:frog,+,0.689
356,6:dog,6:dog,,0.296
357,6:dog,5:deer,+,0.375
358,6:dog,6:dog,,0.613
359,6:dog,6:dog,,0.296
360,6:dog,10:truck,+,0.568
361,6:dog,6:dog,,0.423
362,5:deer,2:automobile,+,0.593
363,5:deer,5:deer,,0.469
364,5:deer,5:deer,,0.613
365,5:deer,5:deer,,0.386
366,5:deer,5:deer,,0.466
367,5:deer,5:deer,,0.708
368,5:deer,7:frog,+,0.526
369,5:deer,5:deer,,0.613
370,5:deer,5:deer,,0.361
371,5:deer,7:frog,+,0.689
372,5:deer,5:deer,,0.469
373,5:deer,5:deer,,0.708
374,5:deer,3:bird,+,0.532
375,5:deer,5:deer,,0.613
376,5:deer,5:deer,,0.694
377,5:deer,5:deer,,0.7
378,5:deer,5:deer,,0.708
379,5:deer,5:deer,,0.653
380,5:deer,5:deer,,0.358
381,5:deer,2:automobile,+,0.623
382,5:deer,5:deer,,0.653
383,5:deer,5:deer,,0.386
384,5:deer,5:deer,,0.653
385,5:deer,5:deer,,0.386
386,5:deer,5:deer,,0.469
387,5:deer,5:deer,,0.469
388,5:deer,5:deer,,0.653
389,5:deer,9:ship,+,0.779
390,5:deer,5:deer,,0.507
391,5:deer,5:deer,,0.507
392,5:deer,5:deer,,0.613
393,5:deer,5:deer,,0.699
394,5:deer,5:deer,,0.7
395,5:deer,10:truck,+,0.683
396,5:deer,9:ship,+,0.784
397,5:deer,5:deer,,0.653
398,5:deer,7:frog,+,0.526
399,5:deer,3:bird,+,0.638
400,5:deer,7:frog,+,0.539
1,7:frog,4:cat,+,0.518
2,7:frog,6:dog,+,0.34
3,7:frog,4:cat,+,0.365
4,7:frog,4:cat,+,0.518
5,7:frog,9:ship,+,0.489
6,7:frog,6:dog,+,0.342
7,7:frog,3:bird,+,0.328
8,7:frog,4:cat,+,0.44
9,7:frog,7:frog,,0.452
10,7:frog,4:cat,+,0.429
11,7:frog,4:cat,+,0.508
12,7:frog,3:bird,+,0.328
13,7:frog,10:truck,+,0.682
14,7:frog,2:automobile,+,0.777
15,7:frog,7:frog,,0.41
16,7:frog,3:bird,+,0.468
17,7:frog,3:bird,+,0.328
18,7:frog,5:deer,+,0.355
19,7:frog,4:cat,+,0.548
20,7:frog,6:dog,+,0.342
21,7:frog,7:frog,,0.41
22,7:frog,3:bird,+,0.328
23,7:frog,8:horse,+,0.749
24,7:frog,7:frog,,0.452
25,7:frog,8:horse,+,0.375
26,7:frog,3:bird,+,0.328
27,7:frog,7:frog,,0.41
28,7:frog,10:truck,+,0.667
29,7:frog,4:cat,+,0.517
30,7:frog,5:deer,+,0.355
31,7:frog,7:frog,,0.452
32,7:frog,7:frog,,0.452
33,7:frog,3:bird,+,0.468
34,7:frog,4:cat,+,0.508
35,7:frog,4:cat,+,0.418
36,7:frog,7:frog,,0.452
37,7:frog,4:cat,+,0.508
38,7:frog,3:bird,+,0.328
39,7:frog,7:frog,,0.452
40,7:frog,4:cat,+,0.481
41,9:ship,8:horse,+,0.755
42,9:ship,9:ship,,0.511
43,9:ship,6:dog,+,0.332
44,9:ship,6:dog,+,0.304
45,9:ship,2:automobile,+,0.371
46,9:ship,9:ship,,0.406
47,9:ship,9:ship,,0.588
48,9:ship,9:ship,,0.504
49,9:ship,2:automobile,+,0.728
50,9:ship,1:airplane,+,0.546
51,9:ship,10:truck,+,0.683
52,9:ship,9:ship,,0.588
53,9:ship,9:ship,,0.406
54,9:ship,5:deer,+,0.455
55,9:ship,9:ship,,0.406
56,9:ship,1:airplane,+,0.37
57,9:ship,9:ship,,0.511
58,9:ship,9:ship,,0.571
59,9:ship,9:ship,,0.571
60,9:ship,6:dog,+,0.304
61,9:ship,10:truck,+,0.679
62,9:ship,9:ship,,0.504
63,9:ship,10:truck,+,0.683
64,9:ship,2:automobile,+,0.533
65,9:ship,10:truck,+,0.679
66,9:ship,4:cat,+,0.496
67,9:ship,6:dog,+,0.553
68,9:ship,9:ship,,0.406
69,9:ship,9:ship,,0.406
70,9:ship,9:ship,,0.443
71,9:ship,8:horse,+,0.375
72,9:ship,9:ship,,0.489
73,9:ship,9:ship,,0.571
74,9:ship,9:ship,,0.504
75,9:ship,9:ship,,0.504
76,9:ship,1:airplane,+,0.283
77,9:ship,1:airplane,+,0.524
78,9:ship,9:ship,,0.511
79,9:ship,9:ship,,0.511
80,9:ship,9:ship,,0.464
81,1:airplane,9:ship,+,0.504
82,1:airplane,1:airplane,,0.548
83,1:airplane,9:ship,+,0.406
84,1:airplane,1:airplane,,0.546
85,1:airplane,10:truck,+,0.683
86,1:airplane,1:airplane,,0.699
87,1:airplane,8:horse,+,0.375
88,1:airplane,3:bird,+,0.665
89,1:airplane,4:cat,+,0.508
90,1:airplane,1:airplane,,0.699
91,1:airplane,4:cat,+,0.365
92,1:airplane,1:airplane,,0.699
93,1:airplane,1:airplane,,0.548
94,1:airplane,1:airplane,,0.524
95,1:airplane,1:airplane,,0.283
96,1:airplane,1:airplane,,0.548
97,1:airplane,1:airplane,,0.546
98,1:airplane,3:bird,+,0.623
99,1:airplane,1:airplane,,0.699
100,1:airplane,1:airplane,,0.546
101,1:airplane,1:airplane,,0.471
102,1:airplane,1:airplane,,0.37
103,1:airplane,1:airplane,,0.513
104,1:airplane,1:airplane,,0.548
105,1:airplane,9:ship,+,0.35
106,1:airplane,1:airplane,,0.513
107,1:airplane,1:airplane,,0.548
108,1:airplane,8:horse,+,0.772
109,1:airplane,8:horse,+,0.749
110,1:airplane,1:airplane,,0.546
111,1:airplane,10:truck,+,0.679
112,1:airplane,1:airplane,,0.546
113,1:airplane,1:airplane,,0.548
114,1:airplane,1:airplane,,0.546
115,1:airplane,1:airplane,,0.548
116,1:airplane,8:horse,+,0.736
117,1:airplane,6:dog,+,0.324
118,1:airplane,7:frog,+,0.41
119,2:automobile,4:cat,+,0.516
120,2:automobile,2:automobile,,0.78
121,2:automobile,9:ship,+,0.35
122,2:automobile,8:horse,+,0.748
123,2:automobile,2:automobile,,0.777
124,2:automobile,2:automobile,,0.533
125,2:automobile,10:truck,+,0.477
126,2:automobile,10:truck,+,0.682
127,2:automobile,8:horse,+,0.747
128,2:automobile,2:automobile,,0.777
129,2:automobile,2:automobile,,0.728
130,2:automobile,10:truck,+,0.684
131,2:automobile,10:truck,+,0.679
132,2:automobile,2:automobile,,0.777
133,2:automobile,2:automobile,,0.728
134,2:automobile,1:airplane,+,0.524
135,2:automobile,2:automobile,,0.777
136,2:automobile,2:automobile,,0.772
137,2:automobile,10:truck,+,0.679
138,2:automobile,2:automobile,,0.777
139,2:automobile,6:dog,+,0.332
140,2:automobile,1:airplane,+,0.524
141,2:automobile,6:dog,+,0.554
142,2:automobile,2:automobile,,0.78
143,2:automobile,2:automobile,,0.777
144,2:automobile,2:automobile,,0.777
145,2:automobile,10:truck,+,0.363
146,2:automobile,10:truck,+,0.682
147,2:automobile,6:dog,+,0.538
148,2:automobile,4:cat,+,0.607
149,2:automobile,2:automobile,,0.78
150,2:automobile,2:automobile,,0.78
151,2:automobile,2:automobile,,0.78
152,2:automobile,2:automobile,,0.777
153,2:automobile,10:truck,+,0.477
154,2:automobile,9:ship,+,0.511
155,2:automobile,4:cat,+,0.607
156,2:automobile,10:truck,+,0.682
157,2:automobile,8:horse,+,0.755
158,8:horse,1:airplane,+,0.699
159,8:horse,8:horse,,0.749
160,8:horse,8:horse,,0.749
161,8:horse,8:horse,,0.75
162,8:horse,8:horse,,0.755
163,8:horse,4:cat,+,0.496
164,8:horse,4:cat,+,0.508
165,8:horse,8:horse,,0.772
166,8:horse,4:cat,+,0.44
167,8:horse,6:dog,+,0.38
168,8:horse,8:horse,,0.525
169,8:horse,8:horse,,0.734
170,8:horse,6:dog,+,0.409
171,8:horse,6:dog,+,0.554
172,8:horse,8:horse,,0.747
173,8:horse,8:horse,,0.75
174,8:horse,10:truck,+,0.679
175,8:horse,6:dog,+,0.304
176,8:horse,4:cat,+,0.429
177,8:horse,8:horse,,0.747
178,8:horse,5:deer,+,0.355
179,8:horse,2:automobile,+,0.728
180,8:horse,8:horse,,0.702
181,8:horse,6:dog,+,0.538
182,8:horse,8:horse,,0.734
183,8:horse,4:cat,+,0.44
184,8:horse,5:deer,+,0.355
185,8:horse,8:horse,,0.747
186,8:horse,8:horse,,0.747
187,8:horse,2:automobile,+,0.728
188,8:horse,8:horse,,0.747
189,8:horse,5:deer,+,0.445
190,8:horse,8:horse,,0.525
191,8:horse,10:truck,+,0.363
192,8:horse,8:horse,,0.75
193,8:horse,1:airplane,+,0.283
194,8:horse,3:bird,+,0.468
195,8:horse,4:cat,+,0.626
196,8:horse,4:cat,+,0.508
197,8:horse,8:horse,,0.75
198,8:horse,9:ship,+,0.571
199,3:bird,5:deer,+,0.355
200,3:bird,1:airplane,+,0.424
201,3:bird,8:horse,+,0.375
202,3:bird,4:cat,+,0.518
203,3:bird,9:ship,+,0.588
204,3:bird,10:truck,+,0.363
205,3:bird,8:horse,+,0.375
206,3:bird,6:dog,+,0.324
207,3:bird,3:bird,,0.665
208,3:bird,6:dog,+,0.324
209,3:bird,4:cat,+,0.44
210,3:bird,8:horse,+,0.375
211,3:bird,1:airplane,+,0.37
212,3:bird,5:deer,+,0.455
213,3:bird,4:cat,+,0.518
214,3:bird,6:dog,+,0.458
215,3:bird,3:bird,,0.665
216,3:bird,4:cat,+,0.365
217,3:bird,8:horse,+,0.702
218,3:bird,5:deer,+,0.455
219,3:bird,2:automobile,+,0.769
220,3:bird,3:bird,,0.468
221,3:bird,6:dog,+,0.324
222,3:bird,3:bird,,0.468
223,3:bird,3:bird,,0.468
224,3:bird,3:bird,,0.328
225,3:bird,3:bird,,0.665
226,3:bird,3:bird,,0.623
227,3:bird,3:bird,,0.328
228,3:bird,3:bird,,0.665
229,3:bird,3:bird,,0.665
230,3:bird,8:horse,+,0.525
231,3:bird,3:bird,,0.468
232,3:bird,4:cat,+,0.518
233,3:bird,3:bird,,0.328
234,3:bird,9:ship,+,0.588
235,3:bird,6:dog,+,0.324
236,3:bird,6:dog,+,0.321
237,3:bird,6:dog,+,0.554
238,3:bird,6:dog,+,0.315
239,3:bird,3:bird,,0.623
240,3:bird,8:horse,+,0.732
241,4:cat,4:cat,,0.548
242,4:cat,6:dog,+,0.458
243,4:cat,5:deer,+,0.355
244,4:cat,8:horse,+,0.736
245,4:cat,4:cat,,0.516
246,4:cat,3:bird,+,0.468
247,4:cat,8:horse,+,0.737
248,4:cat,5:deer,+,0.355
249,4:cat,1:airplane,+,0.524
250,4:cat,4:cat,,0.607
251,4:cat,2:automobile,+,0.777
252,4:cat,4:cat,,0.516
253,4:cat,4:cat,,0.389
254,4:cat,4:cat,,0.516
255,4:cat,9:ship,+,0.464
256,4:cat,4:cat,,0.548
257,4:cat,9:ship,+,0.391
258,4:cat,4:cat,,0.551
259,4:cat,4:cat,,0.518
260,4:cat,4:cat,,0.626
261,4:cat,5:deer,+,0.445
262,4:cat,6:dog,+,0.332
263,4:cat,4:cat,,0.496
264,4:cat,6:dog,+,0.304
265,4:cat,4:cat,,0.607
266,4:cat,6:dog,+,0.332
267,4:cat,4:cat,,0.607
268,4:cat,4:cat,,0.548
269,4:cat,4:cat,,0.365
270,4:cat,6:dog,+,0.458
271,4:cat,4:cat,,0.389
272,4:cat,4:cat,,0.607
273,4:cat,5:deer,+,0.445
274,4:cat,4:cat,,0.496
275,4:cat,1:airplane,+,0.513
276,4:cat,1:airplane,+,0.525
277,4:cat,6:dog,+,0.554
278,4:cat,3:bird,+,0.665
279,4:cat,9:ship,+,0.571
280,4:cat,4:cat,,0.626
281,4:cat,4:cat,,0.365
282,10:truck,10:truck,,0.683
283,10:truck,10:truck,,0.679
284,10:truck,10:truck,,0.667
285,10:truck,10:truck,,0.684
286,10:truck,2:automobile,+,0.777
287,10:truck,2:automobile,+,0.76
288,10:truck,10:truck,,0.679
289,10:truck,10:truck,,0.679
290,10:truck,10:truck,,0.682
291,10:truck,8:horse,+,0.646
292,10:truck,10:truck,,0.684
293,10:truck,6:dog,+,0.359
294,10:truck,8:horse,+,0.747
295,10:truck,10:truck,,0.684
296,10:truck,10:truck,,0.682
297,10:truck,10:truck,,0.477
298,10:truck,10:truck,,0.477
299,10:truck,10:truck,,0.679
